,abstracts,lead_paragraph,url,date,document_type,news_desk
72,A reader does not understand why her children take issue with her nostalgia for Civil War iconography.,"Thanks to political correctness, I can no longer converse freely with my three adult children. I live in the South; they’ve scattered across the country. I think I’m a good person. No one has ever called me racist — except my children. When I was young, my parents hung a Confederate flag in our home. I remember it fondly because I remember them fondly. Recently, our town removed a Confederate statue from our cemetery. When I lament these changes, my children get furious with me. But it’s my opinion. I also believe black people deserve equal rights. Doesn’t freedom of speech exist anymore?",https://www.nytimes.com/2020/06/18/style/confederate-flags-racism-south.html,2020-06-18,article,Styles
73,"Parents all over the country are fighting the good fight, ditching the diapers and pushing the potty, all in the name of compliance with that common mandate: no bladder control, no preschool.",You know you’ve waited too long to potty-train your child when he can form a well-articulated argument against it. ,https://parenting.blogs.nytimes.com/2013/08/19/as-preschool-looms-potty-training-season-ramps-up/,2013-08-19,article,Styles
74,"Digital tools offer new mothers help with a range of tasks, including writing thank-you notes, getting back to the pre-baby weight, ordering diapers and other necessities, and calming the little one.","Everyone tells you that having a new baby at home is hard, but I did not understand what they meant until ours arrived. The sleep deprivation. The constant nursing. The endless laundry. Did I mention the sleep deprivation? ",https://www.nytimes.com/2013/01/24/technology/personaltech/apps-and-other-digital-tools-lend-a-hand-to-new-mothers.html,2013-01-23,article,Business
75,Ms. Margolis is a nurse anesthetist; Ms. Kennedy works for the City of Pittsburgh.,Jessica Simone Margolis and Maura Brigid Kennedy were married July 1 at the Cira Centre Atrium in Philadelphia. Rabbi Sandra Miller officiated.,https://www.nytimes.com/2017/07/02/fashion/weddings/jessica-margolis-maura-kennedy.html,2017-07-02,article,Society
76,"Smaller and cheaper sensors are infiltrating a range of consumer products, allowing users to put data to work in living healthier lives.","IN the last few years, sensors have become small and inexpensive enough to make the monitoring of practically everything possible.",https://www.nytimes.com/2014/05/08/technology/personaltech/smartphones-smartwatches-and-now-smart-toothbrushes.html,2014-05-08,article,Business
77,"Quotation of the Day for Tuesday, January 30, 2018.","“It’s 2018, and there are young men and women now being sent over there who were literally in diapers when we first sent troops to Afghanistan.”",https://www.nytimes.com/2018/01/29/todayspaper/quotation-of-the-day-attacks-belie-us-optimism-in-afghan-war.html,2018-01-30,article,Summary
78,"Questions on getting reimbursement for a ticket, on wasteful printing and on discussions at dinner.","We were sitting at a communal table at the Sonoma Farmers Market when the couple next to us laid their baby on the table and changed his diaper. They also gave a loud play-by-play for delighted family members in the vicinity. A week before, a father across the aisle from me on an international flight changed his baby’s diaper on the food tray. I lost my temper on the plane, but said nothing at the farmers market. What should I have said?  — Ricky S., San Francisco",https://www.nytimes.com/2011/06/26/fashion/about-diaper-changing-etiquette-social-qs.html,2011-06-24,article,Styles
79,"When they’ve gotta go, they’ve gotta go. Here’s how parents can minimize the risk.","Annie Shea Weckesser was in a Target parking lot in Sand City, Calif., waiting for groceries to be loaded into the trunk of her car when her 8-year-old daughter started crying. Weckesser, a mother of three, knew her eldest had to use the bathroom but asked if she could possibly hold it, since they were just 20 minutes from their destination in Pebble Beach. “Her face was red and she was crying hard,” she recalled. “There was no way she was going to be able to hold it.”",https://www.nytimes.com/2020/06/17/parenting/public-toilets-virus-kids.html,2020-06-17,article,Parenting
80,"A picture in Fortune magazine features the directors of Procter & Gamble, including Rajat K. Gupta — weeks before regulators accused him of leaking insider information to Raj Rajaratnam.","The Fortune 500 issue, which hit newsstands this week, has the business magazine’s annual look of seven of “the most photogenic” boards in the United States. ",https://dealbook.nytimes.com/2011/05/13/the-photo-pg-probably-wanted-to-retouch/,2011-05-13,article,
81,"Quotation of the Day for Tuesday, June 25, 2019.","“The administration chooses to direct the vast majority of funding toward enforcement, and then cries poverty when it comes to diapers and food.”",https://www.nytimes.com/2019/06/24/todayspaper/quotation-of-the-day-democrats-split-over-bill-to-send-relief-to-border.html,2019-06-25,article,Summary
82,The maker of Huggies and Kleenex will lay off as much as 13 percent of its staff in an effort to reduce costs.,"Kimberly-Clark, the maker of Huggies and Kleenex, is laying off about 13 percent of its work force and shedding factories worldwide, amid declining birthrates that are affecting diaper sales and a retail price war that is weighing on profits.",https://www.nytimes.com/2018/01/23/business/kimberly-clark-layoffs.html,2018-01-23,article,Business
83,"A hasty primer. And, more new Parenting stories.","I barely knew that Facebook’s Messenger Kids app existed before the pandemic. We are pretty open to devices in my household, but if you had asked me about it, I would have said that my 7-year-old could wait a few more years to enter the social media ThunderDome. But that was before she had been separated from all her friends for the foreseeable future.",https://www.nytimes.com/2020/04/04/parenting/coronavirus-kids-safe-online.html,2020-04-04,article,Parenting
84,Rehearse basic bodily functions (use a diaper). Get counseling in advance.,"“You’ve been trying not to pee in your pants your whole life,” says the retired astronaut Scott Kelly, who wore a diaper for liftoff and landing on all four of his space missions. Going into orbit will require you to confront your body in ways you don’t have to on Earth. Get over decades of conditioning by rehearsing basic bodily functions on land: Put on a diaper, lie on the floor with your legs up on the couch, and practice urinating without shame or gravity’s assistance. (Don’t, and you’ll risk damaging your bladder when your body won’t relieve itself in space.)",https://www.nytimes.com/2019/04/30/magazine/how-to-prepare-yourself-for-space.html,2019-04-30,article,Magazine
85,Jerome Groopman’s children were born when the American family was transitioning from the Scotch-drinking Old Dad to the diaper-changing New Dad.,"Jerome Groopman’s children were born when the American family was transitioning from Scotch-drinking, baseball-tossing Old Dad to diaper-changing, Baby Bjorn-slinging New Dad.",https://www.nytimes.com/2010/10/03/books/review/Upfront-t.html,2010-09-30,article,BookReview
86,A story that captured the public imagination (it’s the one with the diapers) makes for a messy movie.,"It’s hard to know why anyone thought “Lucy in the Sky,” a drama about an astronaut’s fall, would make a good movie. Was it the appeal of outer space, with its beauties, mysteries and infinite possibilities? Or was it the faintly exotic if rather basic romance that blows up so many lives? Was it the diapers?",https://www.nytimes.com/2019/10/03/movies/lucy-in-the-sky-review.html,2019-10-03,article,Weekend
